TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
74;0;21430;Southwest;US;North America;9230;IN;38063;11967;88;M;75001-100000;F;3;Graduate Degree;Management;1;1
49;0;21694;Southwest;US;North America;16001;IN;38063;24279;54;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
45;0;22037;Northwest;US;North America;7676;IN;38063;27546;45;M;25001-50000;F;0;High School;Skilled Manual;0;2
7;0;24149;France;FR;Europe;13793;IN;38063;20706;64;M;0-25000;M;2;Partial College;Manual;1;0
32;0;24507;Northwest;US;North America;12342;IN;38063;28010;44;S;25001-50000;F;0;High School;Skilled Manual;0;2
38;0;24950;Southwest;US;North America;3139;IN;38063;15247;79;S;25001-50000;F;4;Bachelors ;Management;1;2
69;0;26159;Australia;AU;Pacific;7611;IN;38063;21011;63;S;50001-75000;F;1;Partial College;Skilled Manual;1;1
4;0;26180;Canada;CA;North America;6415;IN;38063;28523;42;S;25001-50000;M;0;Partial High School;Clerical;0;2
39;0;28291;Northwest;US;North America;17877;IN;38063;19835;66;S;50001-75000;M;3;Partial High School;Skilled Manual;0;2
92;0;28381;Germany;DE;Europe;3811;IN;38063;23856;55;S;0-25000;M;2;High School;Manual;0;0
567;1;16094;Southwest;US;North America;11946;IN;38063;24423;54;S;50001-75000;F;0;Graduate Degree;Professional;1;0
1735;1;17859;Southwest;US;North America;3809;IN;38063;22546;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
1197;1;21274;Southwest;US;North America;4347;IN;38063;29108;41;S;50001-75000;M;0;Partial College;Skilled Manual;1;1
608;1;22673;France;FR;Europe;2747;IN;38063;23327;57;S;25001-50000;M;2;Partial College;Clerical;1;0
548;1;24052;Germany;DE;Europe;8809;IN;38063;25041;52;S;25001-50000;F;1;Bachelors ;Clerical;0;0
742;1;29454;Australia;AU;Pacific;19391;IN;38063;28514;42;M;0-25000;F;0;Partial College;Manual;1;1
811;1;29458;Australia;AU;Pacific;14752;IN;38063;28180;43;S;0-25000;M;0;High School;Manual;1;1
73;0;11202;Southwest;US;North America;7092;IN;38064;17405;73;M;75001-100000;F;5;Bachelors ;Management;0;2
66;0;13301;Northwest;US;North America;9480;IN;38064;20123;65;S;50001-75000;F;2;High School;Professional;1;2
107;0;15694;United Kingdom;GB;Europe;3144;IN;38064;19561;67;M;75001-100000;F;4;Partial College;Professional;1;2
72;0;16179;Australia;AU;Pacific;2450;IN;38064;25072;52;S;75001-100000;F;5;Bachelors ;Professional;1;4
119;0;18828;Northwest;US;North America;10546;IN;38064;22328;59;M;75001-100000;F;5;Partial College;Professional;1;3
4;0;20189;Canada;CA;North America;11333;IN;38064;24526;53;S;25001-50000;F;0;Partial College;Skilled Manual;0;1
69;0;20293;Southwest;US;North America;11352;IN;38064;27154;46;S;25001-50000;F;0;Partial College;Skilled Manual;1;1
38;0;20954;France;FR;Europe;5961;IN;38064;27313;46;S;0-25000;M;0;Partial High School;Manual;0;2
143;0;22555;France;FR;Europe;17921;IN;38064;21434;62;M;0-25000;M;1;Bachelors ;Manual;1;0
34;0;23564;Southwest;US;North America;3484;IN;38064;28202;43;S;25001-50000;F;0;Partial High School;Clerical;0;2
4;0;24825;Canada;CA;North America;8042;IN;38064;23851;55;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;2
38;0;25505;United Kingdom;GB;Europe;18254;IN;38064;28814;42;M;25001-50000;M;4;Partial College;Clerical;1;3
94;0;25662;France;FR;Europe;16042;IN;38064;28619;42;M;25001-50000;M;3;Partial College;Clerical;1;2
33;0;26384;France;FR;Europe;13556;IN;38064;20670;64;M;greater than 100000;M;2;Partial College;Professional;1;4
27;0;26462;Northwest;US;North America;19017;IN;38064;14662;80;S;50001-75000;F;3;Bachelors ;Management;0;2
58;0;26495;Canada;CA;North America;10374;IN;38064;17883;72;S;25001-50000;F;2;High School;Professional;1;2
6;0;26971;United Kingdom;GB;Europe;19421;IN;38064;26799;47;S;0-25000;M;0;Partial High School;Manual;1;2
13;0;27593;Australia;AU;Pacific;18295;IN;38064;24822;53;M;50001-75000;M;5;Bachelors ;Professional;1;4
2;0;27991;Northwest;US;North America;2698;IN;38064;17823;72;M;25001-50000;F;4;High School;Professional;0;2
68;0;29213;Canada;CA;North America;4696;IN;38064;23656;56;S;75001-100000;F;4;Bachelors ;Management;0;0
2319;1;13271;Canada;CA;North America;17996;IN;38064;12408;87;M;25001-50000;M;2;Graduate Degree;Management;1;2
777;1;18953;Southwest;US;North America;7313;IN;38064;24039;55;S;greater than 100000;F;2;Bachelors ;Management;1;3
1155;1;21344;Southwest;US;North America;12826;IN;38064;13935;82;M;50001-75000;M;5;Graduate Degree;Management;0;2
553;1;22645;France;FR;Europe;20768;IN;38064;24511;53;S;25001-50000;F;1;Bachelors ;Clerical;0;1
628;1;22675;France;FR;Europe;10700;IN;38064;23946;55;S;25001-50000;F;2;Partial College;Clerical;1;1
1155;1;24192;United Kingdom;GB;Europe;7656;IN;38064;21919;60;S;25001-50000;F;3;Graduate Degree;Clerical;1;0
2418;1;24788;Northwest;US;North America;12561;IN;38064;25843;50;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
1735;1;25311;France;FR;Europe;2385;IN;38064;26637;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
616;1;27008;United Kingdom;GB;Europe;13366;IN;38064;26210;49;S;25001-50000;M;2;Partial College;Clerical;0;2
777;1;27133;France;FR;Europe;20159;IN;38064;19193;68;M;0-25000;M;2;Partial College;Manual;0;1
561;1;27707;Australia;AU;Pacific;12351;IN;38064;23642;56;S;50001-75000;F;0;Bachelors ;Professional;0;1
8;0;11584;Germany;DE;Europe;4977;IN;38065;24068;55;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
59;0;12731;Germany;DE;Europe;15110;IN;38065;26921;47;S;25001-50000;M;0;High School;Manual;0;1
133;0;13466;Canada;CA;North America;14005;IN;38065;22087;60;M;75001-100000;M;5;Partial College;Professional;1;3
85;0;14151;France;FR;Europe;10088;IN;38065;25867;50;S;0-25000;F;2;High School;Manual;1;0
63;0;15718;Australia;AU;Pacific;2635;IN;38065;27865;44;M;50001-75000;F;0;Bachelors ;Professional;1;3
13;0;16808;Southwest;US;North America;3518;IN;38065;18540;70;M;50001-75000;F;4;Partial College;Professional;0;1
74;0;17205;United Kingdom;GB;Europe;2413;IN;38065;16664;75;S;greater than 100000;F;3;Graduate Degree;Management;0;4
4;0;17606;Southwest;US;North America;8219;IN;38065;25465;51;M;50001-75000;F;5;Graduate Degree;Professional;1;2
3;0;17818;Germany;DE;Europe;5312;IN;38065;23945;55;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
56;0;18124;Germany;DE;Europe;9185;IN;38065;21494;62;M;greater than 100000;M;2;Bachelors ;Management;1;4
78;0;18517;Northwest;US;North America;12891;IN;38065;23807;55;M;75001-100000;M;3;Bachelors ;Management;1;4
69;0;20185;Southwest;US;North America;14682;IN;38065;22529;59;S;25001-50000;M;4;High School;Skilled Manual;1;3
60;0;20254;Australia;AU;Pacific;17821;IN;38065;23878;55;S;75001-100000;F;5;Bachelors ;Professional;1;4
99;0;21320;Northwest;US;North America;13029;IN;38065;22027;60;M;75001-100000;F;4;High School;Professional;1;2
78;0;21473;Northwest;US;North America;18633;IN;38065;17817;72;M;25001-50000;F;2;High School;Professional;1;2
14;0;21754;Northwest;US;North America;10608;IN;38065;15623;78;M;50001-75000;F;5;Bachelors ;Management;0;2
21;0;22417;France;FR;Europe;17112;IN;38065;22595;59;M;0-25000;M;1;Partial College;Manual;1;0
69;0;23298;Northwest;US;North America;17244;IN;38065;26951;47;S;25001-50000;M;0;Graduate Degree;Skilled Manual;0;0
75;0;23528;Australia;AU;Pacific;9485;IN;38065;22515;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
23;0;24483;Australia;AU;Pacific;10895;IN;38065;13317;84;S;25001-50000;M;2;Partial College;Clerical;0;2
34;0;24524;Southwest;US;North America;11701;IN;38065;24964;52;M;75001-100000;F;4;Bachelors ;Management;1;1
64;0;25846;Northwest;US;North America;8879;IN;38065;14849;80;M;50001-75000;F;3;Bachelors ;Management;1;2
69;0;26428;Australia;AU;Pacific;13457;IN;38065;28086;44;M;50001-75000;M;0;Bachelors ;Professional;1;3
49;0;26525;Southwest;US;North America;15064;IN;38065;19110;68;S;50001-75000;M;2;High School;Professional;1;2
78;0;26968;Australia;AU;Pacific;15990;IN;38065;25065;52;M;75001-100000;M;5;Bachelors ;Professional;1;4
69;0;27357;Australia;AU;Pacific;19241;IN;38065;26552;48;M;75001-100000;M;0;Bachelors ;Professional;0;3
68;0;27385;Southwest;US;North America;14500;IN;38065;14537;81;M;50001-75000;M;3;Graduate Degree;Management;0;2
23;0;27750;Southwest;US;North America;16118;IN;38065;27921;44;S;25001-50000;M;0;Partial College;Skilled Manual;1;1
58;0;27976;Australia;AU;Pacific;7509;IN;38065;26415;48;S;75001-100000;F;0;Bachelors ;Professional;0;3
53;0;29420;France;FR;Europe;13818;IN;38065;27772;44;M;0-25000;F;0;High School;Manual;0;1
2374;1;17622;Canada;CA;North America;11002;IN;38065;23198;57;S;50001-75000;F;4;Bachelors ;Skilled Manual;1;2
1735;1;17681;Southwest;US;North America;16395;IN;38065;21441;62;M;25001-50000;M;2;Partial College;Clerical;1;1
1700;1;18079;Southwest;US;North America;11816;IN;38065;17302;73;M;50001-75000;F;5;Bachelors ;Management;1;3
1793;1;18121;Northwest;US;North America;10998;IN;38065;19294;68;M;50001-75000;F;2;High School;Professional;1;2
563;1;22654;France;FR;Europe;18810;IN;38065;24007;55;S;0-25000;M;2;High School;Manual;1;1
806;1;23619;Germany;DE;Europe;16992;IN;38065;19555;67;M;greater than 100000;M;3;Bachelors ;Management;1;1
563;1;29185;Australia;AU;Pacific;11831;IN;38065;25102;52;M;50001-75000;M;2;Bachelors ;Professional;1;1
116;0;12311;United Kingdom;GB;Europe;4023;IN;38066;19894;66;S;greater than 100000;M;4;High School;Professional;0;1
81;0;12946;Northwest;US;North America;4336;IN;38066;24080;55;M;50001-75000;M;0;Graduate Degree;Professional;1;1
168;0;13009;Australia;AU;Pacific;4531;IN;38066;23812;55;M;50001-75000;F;3;Bachelors ;Professional;1;1
21;0;14462;Southwest;US;North America;6111;IN;38066;22829;58;M;greater than 100000;F;1;Bachelors ;Management;1;2
93;0;15053;France;FR;Europe;4159;IN;38066;21863;61;S;0-25000;M;1;High School;Manual;0;1
88;0;16341;Australia;AU;Pacific;11319;IN;38066;18958;69;M;25001-50000;F;3;High School;Skilled Manual;0;2
4;0;16737;Northwest;US;North America;1742;IN;38066;28977;41;S;25001-50000;F;0;High School;Skilled Manual;1;2
38;0;17319;Australia;AU;Pacific;11708;IN;38066;23377;56;S;50001-75000;F;0;Bachelors ;Professional;0;1
7;0;17383;Northwest;US;North America;19093;IN;38066;26054;49;M;50001-75000;M;1;Graduate Degree;Skilled Manual;1;0
64;0;18265;Australia;AU;Pacific;4762;IN;38066;23398;56;M;50001-75000;F;4;Bachelors ;Professional;1;3
86;0;18711;Australia;AU;Pacific;19582;IN;38066;24606;53;S;50001-75000;F;5;Bachelors ;Professional;1;4
78;0;18787;Northwest;US;North America;7302;IN;38066;23145;57;M;75001-100000;F;4;Bachelors ;Management;1;0
69;0;19996;Northwest;US;North America;9253;IN;38066;24971;52;S;50001-75000;M;2;Bachelors ;Skilled Manual;0;1
34;0;21872;Australia;AU;Pacific;12004;IN;38066;27729;45;S;50001-75000;F;0;Bachelors ;Professional;0;4
123;0;23438;Australia;AU;Pacific;3322;IN;38066;24039;55;S;50001-75000;F;0;Bachelors ;Professional;0;1
68;0;24073;United Kingdom;GB;Europe;11308;IN;38066;23888;55;M;0-25000;F;5;Partial High School;Manual;1;2
38;0;24180;Germany;DE;Europe;10486;IN;38066;15812;77;S;0-25000;M;2;Partial College;Manual;1;0
33;0;24722;Germany;DE;Europe;6034;IN;38066;25642;50;S;25001-50000;M;2;Partial College;Clerical;1;2
4;0;25132;Australia;AU;Pacific;20650;IN;38066;24920;52;M;50001-75000;F;5;Bachelors ;Professional;0;4
25;0;25144;Germany;DE;Europe;15902;IN;38066;27194;46;S;25001-50000;M;0;Partial College;Clerical;1;1
59;0;28356;Southwest;US;North America;4196;IN;38066;23802;55;M;25001-50000;M;3;Bachelors ;Skilled Manual;1;1
21;0;28473;United Kingdom;GB;Europe;10832;IN;38066;14542;81;S;0-25000;M;1;Bachelors ;Clerical;0;0
2351;1;13217;Canada;CA;North America;13346;IN;38066;16918;74;S;50001-75000;M;5;Bachelors ;Management;1;3
839;1;14875;Canada;CA;North America;20207;IN;38066;27756;45;S;25001-50000;F;3;Partial College;Clerical;1;2
1735;1;17868;Southwest;US;North America;15042;IN;38066;24539;53;S;50001-75000;M;0;Graduate Degree;Professional;0;1
1735;1;18052;Southwest;US;North America;10993;IN;38066;22503;59;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
607;1;18904;Southwest;US;North America;11864;IN;38066;29507;40;S;25001-50000;F;0;Partial College;Skilled Manual;0;2
2457;1;20641;Southwest;US;North America;11240;IN;38066;20508;64;S;75001-100000;F;2;Partial College;Professional;1;0
1149;1;21156;Northwest;US;North America;10632;IN;38066;21970;60;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
1134;1;21235;Southwest;US;North America;10437;IN;38066;27704;45;S;25001-50000;F;0;High School;Skilled Manual;0;1
1194;1;21246;Southwest;US;North America;16319;IN;38066;28724;42;S;25001-50000;M;0;High School;Skilled Manual;0;2
1739;1;22446;United Kingdom;GB;Europe;5397;IN;38066;25496;51;S;25001-50000;M;0;Graduate Degree;Clerical;0;0
673;1;23160;Southwest;US;North America;5797;IN;38066;25946;49;M;50001-75000;F;2;Graduate Degree;Professional;1;0
600;1;23163;Southwest;US;North America;13073;IN;38066;26137;49;M;75001-100000;F;1;Graduate Degree;Professional;1;0
2420;1;24783;Southwest;US;North America;3769;IN;38066;26515;48;M;50001-75000;M;1;Graduate Degree;Skilled Manual;1;0
2419;1;24791;Northwest;US;North America;15232;IN;38066;25713;50;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
1754;1;24833;France;FR;Europe;9779;IN;38066;24886;52;S;25001-50000;F;0;Graduate Degree;Clerical;1;0
561;1;27802;United Kingdom;GB;Europe;13040;IN;38066;23288;57;S;25001-50000;F;2;Partial College;Clerical;1;0
603;1;29186;Australia;AU;Pacific;14540;IN;38066;25008;52;S;50001-75000;M;2;Bachelors ;Professional;0;1
217;0;12361;Australia;AU;Pacific;18829;IN;38067;26024;49;M;greater than 100000;F;4;Partial High School;Management;0;4
8;0;12535;Germany;DE;Europe;4067;IN;38067;22695;58;S;0-25000;M;1;Bachelors ;Manual;1;0
71;0;14350;Northwest;US;North America;12234;IN;38067;27919;44;S;25001-50000;F;0;High School;Skilled Manual;0;2
69;0;15096;Germany;DE;Europe;1734;IN;38067;16635;75;M;75001-100000;M;5;Bachelors ;Management;1;2
114;0;15610;United Kingdom;GB;Europe;3528;IN;38067;29506;40;S;25001-50000;F;0;Partial College;Clerical;0;1
39;0;15740;Northwest;US;North America;17048;IN;38067;15442;78;M;75001-100000;M;5;Bachelors ;Management;1;2
166;0;15975;Northwest;US;North America;9403;IN;38067;22183;60;S;75001-100000;F;4;High School;Professional;0;2
54;0;16647;Southwest;US;North America;3683;IN;38067;15632;78;M;greater than 100000;F;2;Graduate Degree;Management;1;3
59;0;17266;Northwest;US;North America;17493;IN;38067;21734;61;M;50001-75000;M;5;Graduate Degree;Professional;1;3
62;0;17304;Australia;AU;Pacific;9731;IN;38067;23334;57;S;50001-75000;F;3;Bachelors ;Professional;1;2
39;0;17674;Southwest;US;North America;5822;IN;38067;21174;63;M;25001-50000;M;2;High School;Skilled Manual;0;2
69;0;17930;France;FR;Europe;18940;IN;38067;22634;59;M;0-25000;F;1;Partial College;Manual;1;0
123;0;18934;Northwest;US;North America;3990;IN;38067;27082;46;S;50001-75000;M;0;Partial College;Professional;1;2
23;0;20534;Southwest;US;North America;4497;IN;38067;18335;70;M;50001-75000;M;2;Partial College;Professional;1;1
37;0;21028;United Kingdom;GB;Europe;10983;IN;38067;25864;50;S;0-25000;M;0;Partial College;Manual;1;1
23;0;21467;Northwest;US;North America;18041;IN;38067;17017;74;M;50001-75000;M;4;Bachelors ;Management;1;2
78;0;21536;Germany;DE;Europe;15771;IN;38067;18678;69;M;75001-100000;M;4;High School;Professional;1;2
128;0;21881;Australia;AU;Pacific;11469;IN;38067;27683;45;S;75001-100000;F;0;Bachelors ;Professional;0;3
49;0;22347;Southwest;US;North America;3966;IN;38067;20502;64;M;25001-50000;F;2;High School;Skilled Manual;0;2
69;0;22761;Northwest;US;North America;13725;IN;38067;17785;72;S;50001-75000;M;2;Partial College;Professional;1;1
4;0;22960;Australia;AU;Pacific;19413;IN;38067;22503;59;M;50001-75000;M;5;Partial College;Skilled Manual;1;3
49;0;23248;Northwest;US;North America;8159;IN;38067;19474;67;M;0-25000;F;2;High School;Manual;1;2
83;0;23929;France;FR;Europe;20570;IN;38067;23506;56;M;25001-50000;F;2;Partial College;Clerical;1;2
38;0;24074;Germany;DE;Europe;19672;IN;38067;23932;55;S;0-25000;F;4;Partial High School;Manual;0;2
36;0;24490;Northwest;US;North America;20659;IN;38067;29317;40;M;25001-50000;M;0;High School;Skilled Manual;1;2
32;0;24999;Southwest;US;North America;17095;IN;38067;24953;52;S;greater than 100000;M;1;Graduate Degree;Management;0;0
68;0;25070;Canada;CA;North America;16813;IN;38067;23462;56;M;50001-75000;F;4;Bachelors ;Skilled Manual;1;3
6;0;27464;Australia;AU;Pacific;6360;IN;38067;16363;76;M;0-25000;F;3;High School;Skilled Manual;0;2
35;0;27495;Australia;AU;Pacific;4428;IN;38067;19960;66;S;25001-50000;F;3;Partial High School;Clerical;0;2
23;0;27644;Northwest;US;North America;9532;IN;38067;22503;59;M;75001-100000;F;4;Partial College;Professional;1;0
563;1;16068;Northwest;US;North America;16883;IN;38067;25265;51;S;25001-50000;M;2;Bachelors ;Skilled Manual;0;0
1735;1;17373;Canada;CA;North America;6567;IN;38067;28669;42;M;25001-50000;M;0;High School;Skilled Manual;0;2
539;1;19203;Southwest;US;North America;10229;IN;38067;19523;67;S;0-25000;M;2;High School;Manual;1;2
1134;1;20787;Northwest;US;North America;8584;IN;38067;26879;47;M;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
1120;1;20877;France;FR;Europe;13772;IN;38067;25124;52;S;25001-50000;M;1;Bachelors ;Clerical;1;0
1735;1;22422;United Kingdom;GB;Europe;16625;IN;38067;21889;61;M;25001-50000;F;3;Graduate Degree;Clerical;0;0
1709;1;22451;United Kingdom;GB;Europe;11622;IN;38067;25374;51;S;25001-50000;F;0;Graduate Degree;Skilled Manual;0;0
588;1;22641;France;FR;Europe;12213;IN;38067;24555;53;S;0-25000;F;1;Partial College;Manual;1;1
574;1;23187;Northwest;US;North America;2735;IN;38067;25517;51;M;50001-75000;M;5;Graduate Degree;Professional;0;0
553;1;23398;Southwest;US;North America;5159;IN;38067;21978;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
603;1;24060;Germany;DE;Europe;3669;IN;38067;24505;53;S;25001-50000;F;1;Bachelors ;Clerical;0;1
2406;1;24785;Northwest;US;North America;15331;IN;38067;25627;50;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
563;1;26959;United Kingdom;GB;Europe;12028;IN;38067;25410;51;M;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
574;1;27690;Australia;AU;Pacific;7063;IN;38067;24642;53;M;75001-100000;F;2;Bachelors ;Professional;1;0
800;1;28686;Germany;DE;Europe;8682;IN;38067;25650;50;S;0-25000;F;2;High School;Manual;1;0
78;0;11138;Southwest;US;North America;11623;IN;38068;28748;42;M;25001-50000;F;0;High School;Skilled Manual;0;2
63;0;11921;Australia;AU;Pacific;8945;IN;38068;23734;56;M;50001-75000;M;4;Bachelors ;Professional;1;3
36;0;12401;Germany;DE;Europe;8920;IN;38068;26062;49;S;25001-50000;F;2;Partial College;Clerical;1;1
49;0;12469;Germany;DE;Europe;19377;IN;38068;24340;54;M;0-25000;M;1;High School;Manual;1;1
56;0;13194;Southwest;US;North America;16403;IN;38068;15945;77;M;greater than 100000;M;2;Bachelors ;Management;1;2
163;0;14905;Northwest;US;North America;16988;IN;38068;20547;64;M;25001-50000;M;1;Partial College;Clerical;1;1
167;0;15598;Australia;AU;Pacific;14049;IN;38068;24036;55;S;50001-75000;F;3;Bachelors ;Professional;1;1
31;0;16555;France;FR;Europe;14536;IN;38068;25740;50;M;0-25000;M;1;High School;Manual;1;1
81;0;16665;Australia;AU;Pacific;13833;IN;38068;21361;62;S;greater than 100000;F;0;Graduate Degree;Management;0;2
13;0;16676;Southwest;US;North America;3037;IN;38068;24192;54;M;greater than 100000;F;0;Graduate Degree;Management;1;3
4;0;16775;Southwest;US;North America;12647;IN;38068;26559;48;M;50001-75000;F;1;Graduate Degree;Professional;1;0
109;0;19581;Australia;AU;Pacific;18224;IN;38068;23781;55;M;50001-75000;M;5;Bachelors ;Professional;1;4
69;0;19634;Southwest;US;North America;2600;IN;38068;27495;45;M;25001-50000;M;0;High School;Skilled Manual;1;1
15;0;20781;Canada;CA;North America;11986;IN;38068;21834;61;M;50001-75000;F;4;Graduate Degree;Skilled Manual;1;0
42;0;21174;Australia;AU;Pacific;16058;IN;38068;24544;53;M;50001-75000;M;5;Bachelors ;Professional;1;3
36;0;21548;United Kingdom;GB;Europe;11416;IN;38068;17778;72;M;greater than 100000;F;5;High School;Management;1;4
49;0;21634;Northwest;US;North America;9214;IN;38068;23887;55;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;3
39;0;22869;United Kingdom;GB;Europe;12811;IN;38068;29507;40;S;0-25000;M;0;Partial High School;Manual;0;2
39;0;23551;Canada;CA;North America;16785;IN;38068;27905;44;S;25001-50000;M;0;High School;Skilled Manual;0;2
29;0;23675;Northwest;US;North America;7971;IN;38068;14749;80;S;50001-75000;M;3;Bachelors ;Management;1;2
77;0;23749;France;FR;Europe;18473;IN;38068;28620;42;S;25001-50000;F;0;High School;Manual;0;1
89;0;24721;United Kingdom;GB;Europe;5778;IN;38068;26243;49;M;25001-50000;F;2;Partial College;Clerical;1;2
23;0;24838;Germany;DE;Europe;16801;IN;38068;20966;63;S;greater than 100000;M;3;Partial College;Professional;0;3
77;0;25808;France;FR;Europe;6268;IN;38068;17289;73;S;75001-100000;F;5;Partial High School;Skilled Manual;1;2
29;0;26677;Southwest;US;North America;18383;IN;38068;20765;64;M;75001-100000;M;2;Partial High School;Skilled Manual;1;2
69;0;27361;Australia;AU;Pacific;17489;IN;38068;26125;49;S;75001-100000;F;0;Bachelors ;Professional;0;4
23;0;28413;United Kingdom;GB;Europe;4478;IN;38068;27831;44;M;0-25000;M;0;Partial High School;Manual;1;2
36;0;28441;France;FR;Europe;20433;IN;38068;27318;46;S;0-25000;M;0;Partial High School;Manual;0;2
48;0;28910;France;FR;Europe;16711;IN;38068;18489;70;S;75001-100000;F;4;High School;Management;1;3
2401;1;16077;Southwest;US;North America;3068;IN;38068;26085;49;M;50001-75000;F;2;Graduate Degree;Professional;1;0
2304;1;17402;Canada;CA;North America;15373;IN;38068;20771;64;M;75001-100000;M;3;Partial College;Professional;1;0
1775;1;18084;Northwest;US;North America;3534;IN;38068;17630;72;S;50001-75000;F;2;Partial College;Professional;0;1
1170;1;20768;Southwest;US;North America;11633;IN;38068;21240;62;S;25001-50000;M;2;Partial College;Clerical;1;1
1214;1;24213;United Kingdom;GB;Europe;16750;IN;38068;18882;69;S;0-25000;M;3;Partial College;Manual;0;2
805;1;29459;Australia;AU;Pacific;3856;IN;38068;28249;43;S;0-25000;M;0;High School;Manual;0;1
39;0;11232;Northwest;US;North America;3210;IN;38069;19264;68;M;50001-75000;F;3;High School;Professional;0;2
8;0;12488;France;FR;Europe;10287;IN;38069;23143;57;S;0-25000;M;3;High School;Manual;1;2
77;0;13969;Australia;AU;Pacific;11130;IN;38069;24879;52;S;50001-75000;M;0;Bachelors ;Professional;0;1
39;0;14588;Northwest;US;North America;18275;IN;38069;24675;53;S;25001-50000;M;2;Bachelors ;Skilled Manual;1;1
39;0;15168;Northwest;US;North America;15056;IN;38069;16413;76;M;50001-75000;M;4;Bachelors ;Management;1;2
94;0;16933;United Kingdom;GB;Europe;20033;IN;38069;22849;58;S;0-25000;M;1;Graduate Degree;Manual;1;0
64;0;17887;United Kingdom;GB;Europe;20077;IN;38069;21478;62;M;0-25000;M;1;Bachelors ;Manual;1;0
69;0;18815;Northwest;US;North America;3917;IN;38069;23178;57;M;75001-100000;F;0;Partial College;Professional;0;1
133;0;19145;Southwest;US;North America;3143;IN;38069;23856;55;M;75001-100000;F;3;Bachelors ;Skilled Manual;1;3
123;0;19228;Northwest;US;North America;20695;IN;38069;21256;62;M;25001-50000;F;2;Partial College;Clerical;1;1
119;0;20351;Southwest;US;North America;9824;IN;38069;20263;65;M;50001-75000;F;4;High School;Professional;1;0
29;0;20805;Germany;DE;Europe;18431;IN;38069;20344;65;M;0-25000;M;2;Partial College;Manual;1;0
23;0;22047;Southwest;US;North America;6673;IN;38069;25188;52;M;75001-100000;M;4;Bachelors ;Management;1;1
4;0;22386;Germany;DE;Europe;7710;IN;38069;12858;85;M;0-25000;M;1;Graduate Degree;Clerical;1;0
74;0;23256;Southwest;US;North America;16820;IN;38069;19940;66;S;25001-50000;M;1;High School;Clerical;0;1
39;0;23317;Australia;AU;Pacific;6056;IN;38069;17851;72;M;0-25000;F;2;Partial High School;Clerical;1;2
39;0;23459;Canada;CA;North America;14230;IN;38069;20517;64;M;50001-75000;M;2;High School;Professional;1;2
88;0;23950;France;FR;Europe;13238;IN;38069;27526;45;M;0-25000;M;0;Partial High School;Manual;0;2
39;0;23968;United Kingdom;GB;Europe;16216;IN;38069;22624;59;M;0-25000;M;1;Bachelors ;Manual;1;0
32;0;24655;Southwest;US;North America;3576;IN;38069;17122;74;M;50001-75000;F;5;Bachelors ;Management;1;3
7;0;25055;Australia;AU;Pacific;19281;IN;38069;21222;62;M;75001-100000;M;1;Bachelors ;Management;0;1
88;0;26732;Southwest;US;North America;15195;IN;38069;19218;68;S;25001-50000;M;3;Partial College;Professional;1;2
78;0;27738;Canada;CA;North America;9817;IN;38069;28899;41;S;25001-50000;F;0;Partial High School;Clerical;0;2
2;0;28093;Northwest;US;North America;9388;IN;38069;28547;42;M;25001-50000;M;0;Partial College;Skilled Manual;0;1
2386;1;13358;Canada;CA;North America;9329;IN;38069;16603;75;M;50001-75000;F;4;Bachelors ;Management;1;2
563;1;16102;Southwest;US;North America;13851;IN;38069;23968;55;S;25001-50000;M;0;Bachelors ;Professional;0;1
607;1;18917;Southwest;US;North America;16316;IN;38069;27099;46;M;25001-50000;M;0;High School;Skilled Manual;0;2
589;1;19837;Southwest;US;North America;19186;IN;38069;15411;78;M;50001-75000;M;5;Bachelors ;Management;1;2
604;1;19841;Southwest;US;North America;7613;IN;38069;15983;77;M;50001-75000;F;5;Bachelors ;Management;0;2
588;1;22649;France;FR;Europe;20455;IN;38069;24339;54;S;25001-50000;M;1;Bachelors ;Clerical;0;1
624;1;23404;Northwest;US;North America;3013;IN;38069;21460;62;S;50001-75000;F;1;Bachelors ;Professional;1;1
539;1;23515;Southwest;US;North America;17785;IN;38069;18787;69;S;25001-50000;M;4;Partial College;Professional;0;2
819;1;23616;Germany;DE;Europe;10087;IN;38069;17016;74;S;greater than 100000;F;4;Bachelors ;Management;1;4
